DEB [20200525-21:32:16.105] thr=1   paramiko.transport: starting thread (client mode): 0x4b19610L
DEB [20200525-21:32:35.410] thr=8   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:35.410] thr=8   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:35.410] thr=8   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:35.411] thr=8   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:35.411] thr=8   paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:35.411] thr=8   paramiko.transport: Compression agreed: none
DEB [20200525-21:32:36.040] thr=8   paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:36.729] thr=8   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:36.729] thr=8   paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:36.730] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.0.20: 5656240f211ddea72bae61b1243de8f3
DEB [20200525-21:32:36.962] thr=8   paramiko.transport: userauth is OK
INF [20200525-21:32:38.761] thr=8   paramiko.transport: Authentication (password) failed.
DEB [20200525-21:32:38.778] thr=9   paramiko.transport: starting thread (client mode): 0x4bc3ed0L
DEB [20200525-21:32:38.779] thr=9   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:38.821] thr=9   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:38.821] thr=9   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:38.824] thr=9   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:38.825] thr=9   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:38.825] thr=9   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:38.825] thr=9   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:38.825] thr=9   paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:38.826] thr=9   paramiko.transport: Compression agreed: none
DEB [20200525-21:32:39.046] thr=9   paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:39.444] thr=9   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:39.444] thr=9   paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:39.464] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.0.20: 5656240f211ddea72bae61b1243de8f3
DEB [20200525-21:32:39.791] thr=9   paramiko.transport: userauth is OK
INF [20200525-21:32:43.672] thr=9   paramiko.transport: Authentication (password) failed.
DEB [20200525-21:32:44.691] thr=10  paramiko.transport: starting thread (client mode): 0x4b199d0L
DEB [20200525-21:32:44.691] thr=10  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:44.721] thr=10  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:44.722] thr=10  paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:44.726] thr=10  paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:44.727] thr=10  paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:44.727] thr=10  paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:44.727] thr=10  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:44.727] thr=10  paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:44.728] thr=10  paramiko.transport: Compression agreed: none
DEB [20200525-21:32:45.499] thr=10  paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:45.793] thr=10  paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:45.793] thr=10  paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:45.796] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.0.20: 5656240f211ddea72bae61b1243de8f3
DEB [20200525-21:32:46.965] thr=10  paramiko.transport: userauth is OK
INF [20200525-21:32:49.500] thr=10  paramiko.transport: Authentication (password) failed.
DEB [20200525-21:32:49.627] thr=11  paramiko.transport: starting thread (client mode): 0x4bc3350L
DEB [20200525-21:32:49.628] thr=11  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20200525-21:32:49.654] thr=11  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20200525-21:32:49.654] thr=11  paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20200525-21:32:49.658] thr=11  paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] server encrypt:[u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'arcfour128', u'arcfour256', u'arcfour', u'aes192-cbc', u'aes256-cbc', u'rijndael-cbc@lysator.liu.se', u'aes128-ctr', u'aes192-ctr', u'aes256-ctr'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20200525-21:32:49.658] thr=11  paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20200525-21:32:49.658] thr=11  paramiko.transport: HostKey agreed: ssh-rsa
DEB [20200525-21:32:49.658] thr=11  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20200525-21:32:49.659] thr=11  paramiko.transport: MAC agreed: hmac-sha1
DEB [20200525-21:32:49.659] thr=11  paramiko.transport: Compression agreed: none
DEB [20200525-21:32:49.919] thr=11  paramiko.transport: Got server p (2048 bits)
DEB [20200525-21:32:50.269] thr=11  paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20200525-21:32:50.270] thr=11  paramiko.transport: Switch to new keys ...
DEB [20200525-21:32:50.273] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.0.20: 5656240f211ddea72bae61b1243de8f3
DEB [20200525-21:32:50.696] thr=11  paramiko.transport: userauth is OK
INF [20200525-21:32:53.788] thr=11  paramiko.transport: Authentication (password) failed.
DEB [20200525-21:32:54.717] thr=12  paramiko.transport: starting thread (client mode): 0x4bd5d50L
DEB [20200525-21:32:54.717] thr=12  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
